user id,Clothing ID,Rating,composite_score,sentiment_score,merged_community,cleaned_review
gAAAAABnakMbO1qYpDlCVfnmqU8Oq_sS0R9l6WCaOG9ZOyweCQlliP-xa0u34N2J5RDTNPsN2zcfDDvx91VbqoR37CS3gO22Yg==,gAAAAABnakMcUzVc_t8zoEk6Xe7icQPaWnxgVdQpwXJB0nrX50jIrCMp7RD7v5U0cAdR0nsXYxizwcmtTf2ZX70s7oQxhWzJxw==,4,1.634248238801956,0.62035465,0,"i agree with the other reviewer that the color is n't as pink in person and more subtle . my thoughts below on some other things : __________ pros : - pockets ! makes it so fun and chic with the overall style . - the material is lovely and breathable . i did n't find it sheer at all ! of course , i did n't wear it outside the dressing room . the material is thicker but it hangs on the body well . - runs `` mostly '' tts . i only tried on the medium and it fit everywhere being slightly tighter in the chest . i"
gAAAAABnakMcbRa3-uaoYHgrh6dDA5YhktFOcc1PDr_Pf-Q7F0-qpVccT21MnOvJBgcK9REMHa4Gk1yilaLHdHjritQ8jdExtQ==,gAAAAABnakMcZC-iKOHDh3q61hgrIzyno4JhfnQqbF-oPtVvWeCYCKg3VTTE6d9882T0Ytp8se1ZXuWe4MzAbKJQA-rfrB6OPA==,4,1.5020380437374117,0.4314829,3,i have many sweaters but i bought this during the sale and it is very soft and comfortable .
gAAAAABnakMchNRm9Xj5ddQCM1ZgLREULPJTT9KJy3RSXhWVU4HuoZKHgYZyo5imeTPAWZB0iZBntw8sPwGwDmEUlKjMhWQJhg==,gAAAAABnakMdf3mUBX2ZtvUeLD-wuDHS5pePtL17lfTMmJuS3nfuMo1YAwcIIEolPxF3uQPERuF7KWH732uZkWS4FFtj0eyIdw==,4,1.5631919622421264,0.5188457,4,beautiful top but runs a whole size small . gave to my daughter who loved !
gAAAAABnakMcXX2LhEpXWSv_MV--vBXF8FMjW466EQumS8qgh7Ulfw8drAjphpql5c6LkiQsSo-z8HH0eM9Mfv0PiQlcylNkZg==,gAAAAABnakMcTNKBj9h27ZxsaqSGM2EXn-oWNeN7WwkgyZCaEB3OyfW7qc6VQQJl-8Df1BexmnR4tIeqPeJzKRxJTnqUz6J47Q==,3,1.190422260761261,0.41488895,7,"i loved these pants.they are so comfortable . however , after just wearing them twice , the threads of the leaves are fraying , and leaving lint on whatever i sit on . the leaves at the seat of the pants are now slowly disappearing . this after wearing twice to work ! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone , or at least much less `` white '' with threads then the rest of the places . this is super unfortunate and will be returning . too bad , they were l"
gAAAAABnakMc1_XH-61q8Kkf4rG_z-EMewkAIDwwJkYBkq6jYNrMI_QEvIHnuAIdSAbysGM1HMF_qGausKFAs1TxLLtWnvgn1Q==,gAAAAABnakMdBYYidXJ9fCwtPE9bsSX1mMhLnOuyEQlFj2_cYn6oWaEjK1Rpcalnqeoop8-rzauHJOdfanuVpa6BJUmUEDrpEg==,5,1.8522199094295504,0.5031713,9,"i ordered this dress in a petite but it arrived in a regular , the rest fit and in the meantime the petites ran out in my size . the dress is too long but it is so beautiful i will get it shortened . the fabric is lovely . i am blonde and the green is so nice with my hair ... which is a good thing since the other colour was totally sold out . try not to miss out on this lovely purchase ....."
gAAAAABnakMcT7cwY7Ahinp1YwsNRaILTWeMfEhJ-JIdoDVCG80BfIHokLiPZVa8MAQoo6xej6bZbESGuRjhLOIS5ZkmMNxkag==,gAAAAABnakMcRlM6Dx2xBQxIQFeOomHI4j0J8J-zo3R0l9Mjjgj2hPMxr39Ks2RuBwFnrm9NjrX0gjwRlobPQ27sQ1hSnS3LMA==,5,1.9146836400032043,0.5924052,10,"such a cute shirt ! i picked up the white-with-flowers that is not being shown online yet . the straight white looks like it could wrinkle and definitely needs a tank underneath but the white with flowers was not see-through and seems like it will require a bit less steaming ( the detail masks wrinkles : ) ) the flowered-design also has a small tie at the neck that i do n't think was on the solid color design ( ca n't totally remember ) - cute extra detail but not overly obvious , it blends into the shirt"
gAAAAABnakMc2frL0Elj3jJIqZejbRfjsPqqLvwVKv8M24cKRO68l0OazBxE_3tCIe7F6478ptjx40XHy-9uZl2CeEnPdeFaSQ==,gAAAAABnakMdI7lBLvWZn_1CjJO138X7VHwZb_izQ0TKOOg0e3rTWmVPLt7dexXYea4SRJLAERCGV8cGXnjeV4zPdGwcz8YJMA==,3,1.3162852764129638,0.59469324,12,had to send back for exchange . way too big . i 'm very excited to get a smaller size because they are really beautifully made .
gAAAAABnakMbKTa-4jUcTm1xONt3yRLU5N6hbSXyGmz7wniF2mzRqHzVnXyq3lWWM1oyfaclyctz5eKOj853sc5e1ikIFNwKUw==,gAAAAABnakMcEEpHKnS37fS5x-ydK5otnzpe4ECCxhX5adEIqoeevsTNn3OZVQNyuHF9deetD5pApYVarGSngLvEmxkWtSaXTA==,5,1.9277458190917969,0.61106545,14,"i liked this dress but was n't sure about the color on me . i tried it on anyway . originally , i tried on the 0 , but it seemed big so i ordered the 00. also usually i order petite , but this dress is already short ( and i am not getting younger ) , so i went with regular size this time . color was not bad on my pale skin , i think the hue was ok ( surprisingly ) . one thing that might bug the perfectionist in me , the zig zag is n't always aligned , the waist , for instance was crooked , but if it is like that e"
gAAAAABnakMcYd9CjclXRTMjop-7dV2myaKjut6gL89MUrty8KdFV3A-bNVH8foem75OvXh1gZDjuo0UJnQSV_9LORIf0GNNnQ==,gAAAAABnakMdEGpWJtpwH8bZbacJmhcQRbFcGyGmIwWMDu6AunWSF1r29x98_NJwXyYAba_bk2KvSB2JvP53Du6o6tksJBtSBg==,5,1.889222651720047,0.55603236,15,"this is my favorite shirt ever . i 've had it for years and it still looks great . please , please bring it back ! !"
gAAAAABnakMcsCBs_n9pXC06f-nV6IBbClvsxY1GgaXrjzoQZrU8jworPsNKTu0VOygwF-K94wHdgq_M3sZFfPApTreyFoHt4w==,gAAAAABnakMdW45NdQIDJC1YaOn1diGbR6bxtY7wg3O30KDWbi6mWtiB2WV66XVKSV9oJNvofJu6fIdm_HZcXG9QdbQKwsLg2w==,5,1.8400550782680511,0.485793,3,
gAAAAABnakMbqnHtwUzfwSlZ5ES6p2EWWgbMxX_JVvS1q60XV5VV3NKJtNTN3WCGdLtF5qwem6nPO11HI-4d0GMTuIUN5nvKlw==,gAAAAABnakMc-0-6o1MjiaFRfSH_pUjwfZGK_6RZUr_hVvW98EEk7X-DCF0rXlr9hcNd-awZOOpggAquMqy948qMhQ3HPLyxGA==,5,1.841831475496292,0.4883307,19,this dress looks great on me . it gives a slender appearance which hides a lot and it 's easy and comfortable to wear .
gAAAAABnakMcj65LCSFipwyPUh3QipPY6VwFrjaMX0HkHXOlSlosebpb9hWgf8AFVnqX1XUtSTqyxU7hwTspWSLh5gMg3-zACQ==,gAAAAABnakMdUSYVUHbsYSV4AAmfnnz25cfIGsq70EFlaqgyb6j5KrUdqra7tOWY-NQktZ3uaLHDVBueR49g-I1oFWWu4oeMXA==,4,1.5404522836208343,0.48636043,21,"this skirt is figure flattering and stylish , while still being work appropriate . i like the length as well ."
gAAAAABnakMbtuorwxYpbnzt5sb02UzdSoJJiv-jt7CEDEFjTGF4iq-H7EXlun9p8hmxzc0K-oCVIDpjQAawegxRIrEAR4Bl6A==,gAAAAABnakMcvH3USS4XgI3QtyE-XhpdGIujmUju_0oz_AhUZFuJkwsBIFMrSLOH8gf2Ml84H-iiaTokJqlGqr2inkQk0w5Myw==,2,0.8184919416904449,0.31213135,22,"oh , i wanted this dress to work ! i bought it in green , red and the solid blue . all ran really small . i * just * fit in a 10 , when i would normally take a 6 in retailer sizes ( 5 ' 8 '' and 140 lbs ) . as with many other reviewers , i also noticed that the zipper was a huge flaw . it took a long , slow motion to get it zipped because it would get stuck on the fabric variations . such a cute style , was really bummed it did n't work . i kept ordering it in other colors thinking i would hit the jackpot , but they wer"
gAAAAABnakMcB2vTloVCrFEzRfpvd-n8_Rhalif-lM9cqqdi-QYlUbJuKUuSfYVS9UsKwCB3nvOax7HiDw8qUNpvxc0rAeu9RA==,gAAAAABnakMdzLkc_8ecx92YoAqFXJpMpA00HH6iTsYf5KR-up7Q74Vtntlhq0JAo2DF-g2en7AtG-I8FFo8AcEIiLHFYqsFTQ==,5,1.8400550782680511,0.485793,3,
gAAAAABnakMcf7y1_H2m-TH4Ag7U5Fhg41k51iNHHQKucypF-Lsp6X0mcau0NHBMOiHFEdvRNqyAQcwa8BhEY4wO5NIY9gKygQ==,gAAAAABnakMdlCDWP4ABVjjQlsRN7j4uaxJG_uga3AgWF0sa0pdPPN5N6BsHEA9x1k95zaqD3tBytJuIPJJ2MWSAhzPkg3oSUw==,3,1.1710471749305724,0.38721025,26,"i stumbled upon this item at my local retailer , and immediately had to true it on . the colors are so lovely in person . after trying it on , i was disappointed : ( the material has a foamy/air feel to it , and the skirt seems to run small . needless to say , i did n't purchase this item ."
gAAAAABnakMcmOiiFrEvFyz5PT4gMraJCtrh2LEybE4gY-PS-4y9MLRuZOm7HGGZ-0WilZnIwr5LksoHgn_uQEN0UMiA2djFgw==,gAAAAABnakMdQ-1EeJyT_dDAeJJbxW2365z9qfcs6qgI9kiLPVL4W18uupYPKH-epuGLPCFKjviF7ag9o7FYYGFu9YLgAHzoOA==,5,1.824191898107529,0.4631313,27,"love ! i always used to wear skinny jeans until i discovered these ! ! ! highly recommend . they elongate your legs and curve in just the right places . super flattering ! plus , they are extremely comfortable . however , i 'm 5 ft 2 inches and i have to wear a good 2 inch heel with them !"
gAAAAABnakMcc04-45b8icX4SPHLaRL-zkSZS9ghUNwbjZK_s7VsrdfGtVp7IDad7P9pEimK3E7Dyh1PT-sCKyXYb_4Cr3UcAw==,gAAAAABnakMd87Cs9SsuffySWiQAj0zC8KnJMs5Cvl766FpXe2Nlu46foy1FvtklBnOuvApeI_phsXsd2B--XoHftkOfDc3K8A==,3,1.265605443716049,0.5222935,29,this top is cute . i purchased a 2 instead of my usual size 4 and it fits well . i only recommend buying this top on sale . it is not good quality ! there are loose threads hanging out of the seams all over the place and it is see through . it is totally nuts that it costs $ 88 .
gAAAAABnakMcuSf7q5RcfVnixVf-4vVYUK03_oE0jhtCQkYTnRA3aeHbySsrr3e9NUaoAr6-CEDuxXuVGnO81r-XARHWdpMj6g==,gAAAAABnakMdJa9N1SCRpoJI-GnyRbenD5VT7MUyI_D6EQPHkU-9NowE9p3VtjWpOwLI6a2-YkImRPCoeErAQhTbZsWmEg5v9w==,5,1.8735264837741847,0.5336093,31,it 's a soft comfy fabric ... cute ruffle ... may be a little on the bigger side but still super cute ! very form fitting but still fits true to size imo the olive color is even more beautiful in person !
gAAAAABnakMb4ZQ1aJ7OdgsKOcs13uMAWZ0kEydCpNeFSufzRvivAN9-CG8hbKfedEo3ydpx5xJU_E_Uwa8ZNrI2qKfnTB2Hgg==,gAAAAABnakMcNZ_5vRKanLQKL73vBwbnuBXjRdnpDqPpN0LpSGkguqo7eHgZ_eUswOkQ7-PcR8Ppfx9Sre4lEsRt9Rc1A-7HGA==,2,0.8789049744606018,0.39843568,34,"i wanted to love this top . perfect weight , length , and shape . unfortunately , the seam goes right through the bust and just does not look right . if you are tiny on top , this will be lovely on you ."
gAAAAABnakMcRavzei_Ydm4TyT_vyNWSUl9QqGfmeFK4gu_uCfvuyfzbb08nv3Er9-JG2uez9qBKHaFO6KTi-1jBodg9Zy3IAA==,gAAAAABnakMcJIRRfgWJadiU5uw2B__AD-BfJeaLBuhXEDIEHfbw-hfUiyN9gPvnFmJqjtXTnt9rjvHmZFv_1LySzJFheIRYpQ==,5,1.9718740284442904,0.67410576,35,"i read the online reviews that the dress ran large so ordered size 6 and 8. i 'm normally an 8 or 10 , and the 6 fit perfectly . dress hangs beautifully and lining is really soft . appears that it will wrinkle somewhat easily but i am keeping it anyway since it 's so beautiful . the bell sleeves are really cute ! i highly recommend the dress ."
gAAAAABnakMcCQ0wWaaA4g9eaQSi04sUIKo7ObIEoi19PzxU7mFDPtCAOJCThlhEGwfJvPckocDTfwqZdsUSRY03MEpPYAeBkA==,gAAAAABnakMd2HK-OdCloC-urME4C8aumA-7IUlgGVNBEnfeERMatdzb60w_v-EzXGlrywvsEicwP4jLgvmU4mcazbsxGVI2eg==,5,1.884089469909668,0.54869926,37,"i do n't know how this dress looks on your monitor . on mine - it looks dark green . which it is ! i was pleased with this aspect since i had hoped it would be as pictured despite the color description as `` slate . '' that aside , it was a bit too large on me , and since i am on the shorter side at 5 ' 4 '' , i looked a bit like a child 's doll in it . i wish it had looked better on me because the color is beautiful , and so is the quality ."
gAAAAABnakMc02VKZ45WmLyIAATeHlA34I_quuJT1nPXGtidZdsJ2SuZ-xRNbQacdzDAs_Wg24EinNRw4B9SAr4n1DXGJ8F_mA==,gAAAAABnakMd-d-Doy-QcbyLeruob6XuhSfK4d1AVLX80QlMJtYAee5tvX_mLVLdHTX78HnSf4woFWzT2yVXCubPJC4r-lrk3A==,3,1.3225261509418489,0.6036088,39,"i could n't wait to get this dress from the online order . the fabric looked so interesting to me - linen , appliquã© , pockets , raw neckline . the dress looks sort of straight up and down on the model but in my opinion it 's like a little a line tent . the top runs very narrow and i could barely get it over my head . i 'm going to return it and try for a medium , for reference i am 5 ' 4 '' 135 and usually wear a six or a small ."
